,date,time_interval,quantity,year,month,day,weekday,week_of_year,quarter,day_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,is_weekend,is_friday,year_month
0,2022-09-01,0,16.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
1,2022-09-01,1,5.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
2,2022-09-01,2,5.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
3,2022-09-01,3,7.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
4,2022-09-01,4,3.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
5,2022-09-01,5,9.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
6,2022-09-01,6,29.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
7,2022-09-01,7,99.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
8,2022-09-01,8,156.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
9,2022-09-01,9,241.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
10,2022-09-01,10,216.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
11,2022-09-01,11,270.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
12,2022-09-01,12,247.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
13,2022-09-01,13,117.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
14,2022-09-01,14,243.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
15,2022-09-01,15,202.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
16,2022-09-01,16,210.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
17,2022-09-01,17,222.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
18,2022-09-01,18,269.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
19,2022-09-01,19,189.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
20,2022-09-01,20,199.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
21,2022-09-01,21,136.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
22,2022-09-01,22,68.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
23,2022-09-01,23,36.0,2022,9,1,3,35,3,244,1,0,0,0,0,0,0,0,202209
24,2022-09-02,0,7.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
25,2022-09-02,1,7.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
26,2022-09-02,2,3.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
27,2022-09-02,3,2.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
28,2022-09-02,4,4.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
29,2022-09-02,5,13.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
30,2022-09-02,6,45.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
31,2022-09-02,7,100.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
32,2022-09-02,8,194.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
33,2022-09-02,9,283.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
34,2022-09-02,10,111.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
35,2022-09-02,11,285.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
36,2022-09-02,12,281.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
37,2022-09-02,13,201.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
38,2022-09-02,14,205.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
39,2022-09-02,15,232.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
40,2022-09-02,16,209.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
41,2022-09-02,17,193.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
42,2022-09-02,18,217.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
43,2022-09-02,19,236.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
44,2022-09-02,20,125.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
45,2022-09-02,21,117.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
46,2022-09-02,22,73.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
47,2022-09-02,23,32.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
48,2022-09-02,24,5.0,2022,9,2,4,35,3,245,0,0,0,0,0,0,0,1,202209
49,2022-09-03,0,9.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
50,2022-09-03,1,5.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
51,2022-09-03,2,2.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
52,2022-09-03,3,2.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
53,2022-09-03,4,5.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
54,2022-09-03,5,4.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
55,2022-09-03,6,20.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
56,2022-09-03,7,66.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
57,2022-09-03,8,150.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
58,2022-09-03,9,287.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
59,2022-09-03,10,256.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
60,2022-09-03,11,196.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
61,2022-09-03,12,229.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
62,2022-09-03,13,227.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
63,2022-09-03,14,217.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
64,2022-09-03,15,243.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
65,2022-09-03,16,201.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
66,2022-09-03,17,207.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
67,2022-09-03,18,191.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
68,2022-09-03,19,191.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
69,2022-09-03,20,169.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
70,2022-09-03,21,74.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
71,2022-09-03,22,40.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
72,2022-09-03,23,32.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
73,2022-09-03,24,2.0,2022,9,3,5,35,3,246,0,0,0,0,0,0,1,0,202209
74,2022-09-04,0,10.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
75,2022-09-04,1,5.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
76,2022-09-04,2,2.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
77,2022-09-04,3,1.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
78,2022-09-04,4,2.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
79,2022-09-04,5,2.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
80,2022-09-04,6,6.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
81,2022-09-04,7,58.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
82,2022-09-04,8,143.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
83,2022-09-04,9,275.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
84,2022-09-04,10,306.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
85,2022-09-04,11,219.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
86,2022-09-04,12,284.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
87,2022-09-04,13,155.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
88,2022-09-04,14,221.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
89,2022-09-04,15,224.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
90,2022-09-04,16,239.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
91,2022-09-04,17,243.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
92,2022-09-04,18,255.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
93,2022-09-04,19,183.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
94,2022-09-04,20,210.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
95,2022-09-04,21,117.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
96,2022-09-04,22,59.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
97,2022-09-04,23,31.0,2022,9,4,6,35,3,247,0,0,0,0,0,0,1,0,202209
98,2022-09-05,0,10.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
99,2022-09-05,1,2.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
100,2022-09-05,2,2.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
101,2022-09-05,4,5.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
102,2022-09-05,5,14.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
103,2022-09-05,6,28.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
104,2022-09-05,7,58.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
105,2022-09-05,8,126.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
106,2022-09-05,9,290.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
107,2022-09-05,10,301.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
108,2022-09-05,11,223.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
109,2022-09-05,12,283.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
110,2022-09-05,13,247.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
111,2022-09-05,14,238.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
112,2022-09-05,15,220.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
113,2022-09-05,16,216.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
114,2022-09-05,17,214.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
115,2022-09-05,18,298.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
116,2022-09-05,19,275.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
117,2022-09-05,20,193.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
118,2022-09-05,21,123.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
119,2022-09-05,22,81.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
120,2022-09-05,23,35.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
121,2022-09-05,24,6.0,2022,9,5,0,36,3,248,0,0,0,0,0,0,0,0,202209
122,2022-09-06,0,20.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
123,2022-09-06,1,6.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
124,2022-09-06,2,7.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
125,2022-09-06,3,2.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
126,2022-09-06,4,2.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
127,2022-09-06,5,2.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
128,2022-09-06,6,21.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
129,2022-09-06,7,63.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
130,2022-09-06,8,154.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
131,2022-09-06,9,315.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
132,2022-09-06,10,254.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
133,2022-09-06,11,226.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
134,2022-09-06,12,271.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
135,2022-09-06,13,262.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
136,2022-09-06,14,218.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
137,2022-09-06,15,213.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
138,2022-09-06,16,194.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
139,2022-09-06,17,251.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
140,2022-09-06,18,260.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
141,2022-09-06,19,282.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
142,2022-09-06,20,103.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
143,2022-09-06,21,129.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
144,2022-09-06,22,70.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
145,2022-09-06,23,31.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
146,2022-09-06,24,2.0,2022,9,6,1,36,3,249,0,0,0,0,0,0,0,0,202209
147,2022-09-07,0,10.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
148,2022-09-07,1,12.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
149,2022-09-07,2,4.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
150,2022-09-07,3,2.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
151,2022-09-07,5,4.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
152,2022-09-07,6,23.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
153,2022-09-07,7,69.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
154,2022-09-07,8,166.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
155,2022-09-07,9,203.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
156,2022-09-07,10,216.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
157,2022-09-07,11,319.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
158,2022-09-07,12,323.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
159,2022-09-07,13,278.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
160,2022-09-07,14,275.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
161,2022-09-07,15,109.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
162,2022-09-07,16,288.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
163,2022-09-07,17,263.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
164,2022-09-07,18,268.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
165,2022-09-07,19,238.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
166,2022-09-07,20,206.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
167,2022-09-07,21,103.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
168,2022-09-07,22,77.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
169,2022-09-07,23,33.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
170,2022-09-07,24,8.0,2022,9,7,2,36,3,250,0,0,0,0,0,0,0,0,202209
171,2022-09-08,0,15.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
172,2022-09-08,1,5.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
173,2022-09-08,2,5.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
174,2022-09-08,3,1.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
175,2022-09-08,4,2.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
176,2022-09-08,5,6.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
177,2022-09-08,6,22.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
178,2022-09-08,7,69.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
179,2022-09-08,8,168.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
180,2022-09-08,9,294.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
181,2022-09-08,10,251.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
182,2022-09-08,11,319.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
183,2022-09-08,12,301.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
184,2022-09-08,13,212.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
185,2022-09-08,14,253.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
186,2022-09-08,15,233.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
187,2022-09-08,16,209.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
188,2022-09-08,17,220.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
189,2022-09-08,18,244.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
190,2022-09-08,19,247.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
191,2022-09-08,20,183.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
192,2022-09-08,21,110.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
193,2022-09-08,22,59.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
194,2022-09-08,23,23.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
195,2022-09-08,24,2.0,2022,9,8,3,36,3,251,0,0,0,0,0,0,0,0,202209
196,2022-09-09,0,9.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
197,2022-09-09,1,12.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
198,2022-09-09,2,3.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
199,2022-09-09,3,4.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
200,2022-09-09,4,4.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
201,2022-09-09,5,5.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
202,2022-09-09,6,34.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
203,2022-09-09,7,66.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
204,2022-09-09,8,181.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
205,2022-09-09,9,284.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
206,2022-09-09,10,300.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
207,2022-09-09,11,287.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
208,2022-09-09,12,255.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
209,2022-09-09,13,256.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
210,2022-09-09,14,230.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
211,2022-09-09,15,222.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
212,2022-09-09,16,207.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
213,2022-09-09,17,187.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
214,2022-09-09,18,255.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
215,2022-09-09,19,248.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
216,2022-09-09,20,180.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
217,2022-09-09,21,125.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
218,2022-09-09,22,56.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
219,2022-09-09,23,25.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
220,2022-09-09,24,2.0,2022,9,9,4,36,3,252,0,0,0,0,0,0,0,1,202209
221,2022-09-10,0,14.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
222,2022-09-10,1,9.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
223,2022-09-10,2,5.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
224,2022-09-10,3,3.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
225,2022-09-10,4,6.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
226,2022-09-10,5,6.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
227,2022-09-10,6,25.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
228,2022-09-10,7,87.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
229,2022-09-10,8,166.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
230,2022-09-10,9,262.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
231,2022-09-10,10,273.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
232,2022-09-10,11,256.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
233,2022-09-10,12,247.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
234,2022-09-10,13,207.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
235,2022-09-10,14,210.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
236,2022-09-10,15,186.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
237,2022-09-10,16,162.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
238,2022-09-10,17,194.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
239,2022-09-10,18,184.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
240,2022-09-10,19,191.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
241,2022-09-10,20,155.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
242,2022-09-10,21,96.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
243,2022-09-10,22,58.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
244,2022-09-10,23,24.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
245,2022-09-10,24,3.0,2022,9,10,5,36,3,253,0,0,0,0,0,0,1,0,202209
246,2022-09-11,0,11.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
247,2022-09-11,1,20.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
248,2022-09-11,2,4.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
249,2022-09-11,4,6.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
250,2022-09-11,5,7.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
251,2022-09-11,6,20.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
252,2022-09-11,7,61.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
253,2022-09-11,8,156.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
254,2022-09-11,9,267.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
255,2022-09-11,10,126.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
256,2022-09-11,11,266.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
257,2022-09-11,12,284.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
258,2022-09-11,13,277.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
259,2022-09-11,14,110.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
260,2022-09-11,15,258.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
261,2022-09-11,16,235.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
262,2022-09-11,17,259.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
263,2022-09-11,18,280.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
264,2022-09-11,19,207.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
265,2022-09-11,20,171.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
266,2022-09-11,21,105.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
267,2022-09-11,22,59.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
268,2022-09-11,23,18.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
269,2022-09-11,24,6.0,2022,9,11,6,36,3,254,0,0,0,0,0,0,1,0,202209
270,2022-09-12,0,16.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
271,2022-09-12,1,2.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
272,2022-09-12,2,5.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
273,2022-09-12,3,5.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
274,2022-09-12,4,5.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
275,2022-09-12,5,3.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
276,2022-09-12,6,24.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
277,2022-09-12,7,85.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
278,2022-09-12,8,194.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
279,2022-09-12,9,282.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
280,2022-09-12,10,211.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
281,2022-09-12,11,274.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
282,2022-09-12,12,117.0,2022,9,12,0,37,3,255,0,0,0,0,0,0,0,0,202209
